LATITUDE,LONGITUDE,OFFENSE,Count
38.90313376,-77.04169931,THEFT F/AUTO,6
38.88660115,-76.93389822,THEFT/OTHER,1
38.95635098,-77.02317845,THEFT/OTHER,2
38.8213084,-77.00900511,SEX ABUSE,1
38.92505811,-77.10302909,THEFT F/AUTO,7
38.89714555,-76.94260342,THEFT/OTHER,1
38.89785984,-77.02396639,THEFT/OTHER,1
38.88345772,-76.99321147,THEFT F/AUTO,2
38.91421162,-76.98603658,THEFT F/AUTO,15
38.94748801,-77.01627712,THEFT F/AUTO,1
38.92527267,-77.05075356,THEFT F/AUTO,1
38.84164015,-76.98728328,THEFT F/AUTO,1
38.90373373,-77.05077282,THEFT F/AUTO,1
38.92863061,-77.03120782,THEFT F/AUTO,9
38.9009219,-77.02755274,THEFT F/AUTO,5
38.95738919,-77.00296513,THEFT F/AUTO,1
38.84375781,-77.00195825,THEFT/OTHER,1
38.95779459,-77.00170756,THEFT F/AUTO,10
38.92358096,-76.99386497,THEFT F/AUTO,2
38.87839471,-76.98928203,THEFT F/AUTO,4
38.91916609,-76.98513617,MOTOR VEHICLE THEFT,1
38.93042326,-76.9687568,THEFT F/AUTO,1
38.91212938,-77.02243768,THEFT/OTHER,1
38.90069847,-77.04947949,THEFT F/AUTO,3
38.88564537,-76.98077484,THEFT F/AUTO,1
38.8920049,-76.97857149,THEFT/OTHER,3
38.97051414,-77.06511797,THEFT F/AUTO,2
38.9697526,-77.05715503,THEFT F/AUTO,3
38.91374293,-77.01598115,THEFT F/AUTO,1
38.98653539,-77.03239894,THEFT F/AUTO,2
38.90312648,-77.03654597,THEFT F/AUTO,1
38.92850733,-76.98236635,THEFT F/AUTO,1
38.90584845,-77.03156678,THEFT F/AUTO,3
38.90019533,-76.9943627,THEFT/OTHER,8
38.9585403,-77.02157543,BURGLARY,1
38.88635024,-76.92148496,MOTOR VEHICLE THEFT,1
38.91260491,-77.03079725,THEFT F/AUTO,16
38.84633423,-76.9984679,ASSAULT W/DANGEROUS WEAPON,3
38.89578131,-76.99617287,THEFT F/AUTO,1
38.8213084,-77.00900511,BURGLARY,1
38.89327641,-76.9525429,ASSAULT W/DANGEROUS WEAPON,1
38.87636357,-76.96672913,BURGLARY,1
38.89905728,-77.02704478,THEFT/OTHER,7
38.92551221,-77.03648825,BURGLARY,1
38.94844226,-77.02029187,THEFT/OTHER,1
38.90465875,-76.92688342,THEFT F/AUTO,1
38.86159262,-76.94952216,THEFT F/AUTO,2
38.91699554,-77.01067765,MOTOR VEHICLE THEFT,5
38.89163976,-76.96023239,ROBBERY,1
38.90148474,-76.93708934,BURGLARY,2
38.86052167,-76.98587425,ASSAULT W/DANGEROUS WEAPON,3
38.90949497,-77.08801795,THEFT/OTHER,2
38.83246994,-77.0082579,ASSAULT W/DANGEROUS WEAPON,3
38.87158821,-76.9636776,THEFT/OTHER,1
38.87769863,-76.93006878,ASSAULT W/DANGEROUS WEAPON,2
38.87645689,-77.01875018,THEFT F/AUTO,4
38.90668697,-77.07093963,THEFT F/AUTO,2
38.92188065,-77.04015349,MOTOR VEHICLE THEFT,1
38.90192836,-77.03654536,THEFT/OTHER,4
38.91000886,-77.03652644,THEFT/OTHER,1
38.93416707,-77.04274396,THEFT F/AUTO,2
38.90033755,-77.0219152,ASSAULT W/DANGEROUS WEAPON,1
38.87864702,-76.93438963,THEFT/OTHER,1
38.92473505,-77.04360322,THEFT/OTHER,1
38.93506783,-77.04295211,THEFT F/AUTO,2
38.83693691,-76.98114502,THEFT F/AUTO,4
38.90414682,-76.97218085,THEFT F/AUTO,2
38.88061779,-76.93080352,ASSAULT W/DANGEROUS WEAPON,1
38.94074193,-77.00133803,SEX ABUSE,2
38.888394,-76.98907305,THEFT F/AUTO,2
38.87753032,-77.0040336,THEFT/OTHER,1
38.90505956,-76.99011964,THEFT F/AUTO,2
38.84908888,-76.97871109,THEFT F/AUTO,1
38.90599883,-77.06120833,BURGLARY,1
38.96199954,-77.02117264,THEFT/OTHER,1
38.90148317,-76.93423029,THEFT/OTHER,1
38.90115823,-76.98374498,MOTOR VEHICLE THEFT,3
38.92416515,-77.08165881,THEFT F/AUTO,5
38.96165775,-77.01803415,THEFT/OTHER,1
38.92184158,-76.98525093,MOTOR VEHICLE THEFT,1
38.90963609,-77.04619971,BURGLARY,2
38.90723675,-77.02756671,THEFT F/AUTO,3
38.90717501,-77.03652995,THEFT/OTHER,2
38.90504906,-77.06824021,BURGLARY,2
38.91174606,-76.93860226,ASSAULT W/DANGEROUS WEAPON,1
38.89641106,-76.98550979,THEFT/OTHER,3
38.91111719,-77.03554696,THEFT F/AUTO,2
38.919181,-77.03078855,THEFT F/AUTO,5
38.90380646,-76.93271787,ASSAULT W/DANGEROUS WEAPON,1
38.87752137,-76.99785643,ROBBERY,2
38.8856718,-76.94889426,ROBBERY,3
38.90659958,-76.98608418,ASSAULT W/DANGEROUS WEAPON,1
38.92642209,-76.96363814,BURGLARY,3
38.93249005,-76.99181125,THEFT/OTHER,1
38.87840334,-77.01424453,ROBBERY,2
38.9196979,-77.01215407,THEFT/OTHER,3
38.84595586,-77.00273011,ASSAULT W/DANGEROUS WEAPON,1
38.85826526,-76.96530891,THEFT/OTHER,3
38.86446648,-76.97993941,THEFT/OTHER,1
38.94398909,-77.03362542,THEFT/OTHER,1
38.88196105,-76.9814904,THEFT/OTHER,1
38.96045633,-77.08615404,THEFT F/AUTO,1
38.90885763,-77.03009232,THEFT F/AUTO,3
38.93907228,-76.97297464,ASSAULT W/DANGEROUS WEAPON,1
38.82126353,-77.00634503,BURGLARY,1
38.89087861,-76.94880984,ASSAULT W/DANGEROUS WEAPON,1
38.90288023,-76.94996493,BURGLARY,1
38.89200642,-76.98975258,THEFT F/AUTO,3
38.86668022,-76.94477117,ROBBERY,2
38.87968199,-76.98184827,ROBBERY,1
38.92477017,-76.99678252,ROBBERY,1
38.88975319,-76.91825379,MOTOR VEHICLE THEFT,1
38.85023371,-76.98333033,MOTOR VEHICLE THEFT,1
38.89510563,-76.99496253,THEFT/OTHER,8
38.92502568,-76.96324675,ROBBERY,1
38.95456062,-77.00223818,ROBBERY,1
38.86753496,-76.9425581,MOTOR VEHICLE THEFT,1
38.94437156,-77.01295422,MOTOR VEHICLE THEFT,2
38.93588078,-77.03645896,ROBBERY,3
38.9223201,-77.04549296,THEFT/OTHER,1
38.87645749,-77.01454378,ASSAULT W/DANGEROUS WEAPON,1
38.88483997,-76.93542748,THEFT/OTHER,1
38.82920008,-76.99555453,THEFT F/AUTO,3
38.93814496,-77.02459126,MOTOR VEHICLE THEFT,2
38.88472674,-76.98222733,THEFT F/AUTO,1
38.86189771,-76.97309604,ASSAULT W/DANGEROUS WEAPON,2
38.89914906,-76.98167039,MOTOR VEHICLE THEFT,2
38.87187189,-76.95110516,MOTOR VEHICLE THEFT,1
38.90540159,-77.02143046,THEFT/OTHER,2
38.88994636,-76.96074051,THEFT F/AUTO,2
38.90876124,-77.06696397,MOTOR VEHICLE THEFT,1
38.9017659,-76.92504183,THEFT/OTHER,1
38.88225848,-77.0175646,BURGLARY,1
38.9005185,-77.01720019,THEFT F/AUTO,4
38.90436459,-76.97980137,THEFT/OTHER,2
38.9235494,-77.03310837,THEFT F/AUTO,3
38.89671751,-76.9869161,THEFT/OTHER,2
38.90406794,-76.98379044,THEFT/OTHER,3
38.86725908,-76.97989253,THEFT F/AUTO,4
38.93082144,-77.02349308,THEFT/OTHER,1
38.98633759,-77.03099071,THEFT F/AUTO,1
38.91149164,-77.04663906,THEFT F/AUTO,1
38.90132696,-77.0288556,THEFT F/AUTO,2
38.91265292,-76.98403062,MOTOR VEHICLE THEFT,1
38.90020447,-76.99898552,THEFT F/AUTO,3
38.91699554,-77.01067765,THEFT/OTHER,5
38.91259071,-77.0075523,THEFT/OTHER,1
38.90132591,-77.03280985,THEFT/OTHER,8
38.90196004,-76.98425206,MOTOR VEHICLE THEFT,2
38.93835174,-77.09552787,THEFT/OTHER,1
38.85641428,-76.99034527,THEFT/OTHER,2
38.8840324,-77.02191019,THEFT F/AUTO,1
38.85586037,-76.96654283,THEFT F/AUTO,4
38.92449996,-76.99951565,THEFT F/AUTO,3
38.95472033,-77.02396244,MOTOR VEHICLE THEFT,1
38.94071298,-76.97876448,THEFT F/AUTO,1
38.96067494,-77.0689396,BURGLARY,1
38.87645724,-77.01641073,THEFT F/AUTO,2
38.89187911,-76.93223346,THEFT F/AUTO,1
38.84857734,-77.00065663,THEFT/OTHER,2
38.91699278,-77.02757048,THEFT F/AUTO,2
38.94627082,-77.06875263,THEFT/OTHER,1
38.96257624,-77.08202589,THEFT F/AUTO,1
38.90077357,-77.04170946,THEFT/OTHER,1
38.91613799,-77.0229463,THEFT F/AUTO,9
38.94043372,-77.02124697,BURGLARY,1
38.9144812,-76.98125135,THEFT F/AUTO,3
38.9010683,-76.98487478,THEFT F/AUTO,3
38.95019944,-77.06702597,THEFT F/AUTO,1
38.8305154,-77.00057585,THEFT F/AUTO,1
38.90148161,-77.02192708,THEFT/OTHER,1
38.87980877,-76.9867809,THEFT F/AUTO,1
38.89612182,-77.02092253,THEFT F/AUTO,4
38.8305154,-77.00057585,ROBBERY,1
38.89677536,-76.94090915,THEFT F/AUTO,1
38.93138227,-76.99680529,THEFT F/AUTO,2
38.96760446,-77.06513839,BURGLARY,1
38.91777954,-77.00704548,THEFT/OTHER,1
38.92581881,-77.03546203,THEFT F/AUTO,1
38.89981355,-77.02886652,THEFT/OTHER,4
38.90371753,-76.99308272,THEFT/OTHER,1
38.84165837,-76.98929906,BURGLARY,1
38.91185958,-77.01990097,THEFT/OTHER,3
38.90790349,-77.02703661,THEFT/OTHER,3
38.90312584,-77.03851738,THEFT F/AUTO,5
38.93579159,-77.07302163,THEFT/OTHER,1
38.82778583,-76.99850285,MOTOR VEHICLE THEFT,2
38.91850831,-77.01621285,HOMICIDE,1
38.89963478,-76.97749708,MOTOR VEHICLE THEFT,2
38.86884516,-76.98368321,MOTOR VEHICLE THEFT,2
38.94297347,-77.02426994,HOMICIDE,1
38.91810321,-77.01409103,ASSAULT W/DANGEROUS WEAPON,1
38.84508206,-77.00155511,ASSAULT W/DANGEROUS WEAPON,1
38.8995526,-76.97234404,ASSAULT W/DANGEROUS WEAPON,2
38.90950133,-77.06445119,BURGLARY,1
38.90723312,-77.04009912,BURGLARY,1
38.86994869,-76.94151905,THEFT F/AUTO,2
38.93014527,-76.97392374,THEFT F/AUTO,1
38.93867487,-77.03122375,THEFT F/AUTO,1
38.89734886,-77.04578828,THEFT/OTHER,1
38.88974543,-76.92005194,THEFT F/AUTO,1
38.89339808,-76.94261796,THEFT F/AUTO,1
38.8828297,-76.96064069,THEFT/OTHER,1
38.94878683,-77.07875685,THEFT/OTHER,9
38.89980575,-77.02345981,THEFT/OTHER,3
38.88346578,-76.98365681,ROBBERY,2
38.87753031,-76.99558609,THEFT/OTHER,4
38.89928526,-76.92000666,THEFT F/AUTO,1
38.93474645,-77.07329738,THEFT/OTHER,8
38.91472574,-77.09200246,THEFT F/AUTO,2
38.90511359,-77.0656693,THEFT/OTHER,6
38.95030596,-77.02548375,THEFT F/AUTO,1
38.90756523,-77.04344284,THEFT/OTHER,3
38.89104337,-76.93585366,THEFT/OTHER,1
38.9151953,-77.04343596,THEFT/OTHER,1
38.90587701,-77.0696245,THEFT/OTHER,2
38.90680009,-77.06213136,MOTOR VEHICLE THEFT,1
38.95881676,-77.03343627,THEFT F/AUTO,1
38.90252559,-77.04417875,THEFT F/AUTO,4
38.91540139,-77.04630722,THEFT F/AUTO,3
38.91149287,-77.04344523,THEFT F/AUTO,3
38.90416514,-77.02651639,THEFT F/AUTO,1
38.90373873,-77.03752624,THEFT F/AUTO,6
38.90764787,-77.06021821,THEFT F/AUTO,1
38.90192742,-77.03945054,THEFT/OTHER,16
38.90764277,-77.00905302,THEFT/OTHER,7
38.90964198,-77.02756764,THEFT F/AUTO,1
38.90320277,-76.9813696,ROBBERY,2
38.91594638,-77.07283988,THEFT/OTHER,1
38.88097776,-77.02577017,THEFT F/AUTO,3
38.90604036,-77.0189309,THEFT F/AUTO,2
38.94997396,-77.01855033,ASSAULT W/DANGEROUS WEAPON,1
38.91481553,-77.01067732,THEFT F/AUTO,5
38.88867374,-76.99731436,MOTOR VEHICLE THEFT,1
38.91993838,-77.02809053,THEFT F/AUTO,5
38.88928573,-76.95261471,ROBBERY,2
38.83270387,-76.98834446,ASSAULT W/DANGEROUS WEAPON,3
38.91860327,-77.03503179,THEFT/OTHER,1
38.93784094,-76.99130313,THEFT/OTHER,2
38.88624004,-76.98150082,THEFT/OTHER,2
38.89733794,-77.02092289,THEFT/OTHER,10
38.85661739,-76.96763699,ASSAULT W/DANGEROUS WEAPON,1
38.90815491,-77.07163286,THEFT/OTHER,1
38.90051509,-76.9434538,THEFT/OTHER,2
38.93353961,-76.96686392,THEFT/OTHER,2
38.91297925,-77.04343461,THEFT F/AUTO,4
38.89677319,-76.93675919,THEFT/OTHER,1
38.8266146,-76.99436851,MOTOR VEHICLE THEFT,4
38.9262287,-76.9858497,THEFT F/AUTO,1
38.9049053,-77.01893059,THEFT/OTHER,1
38.90415647,-77.02500611,THEFT/OTHER,4
38.95125455,-76.99665442,ROBBERY,1
38.83007398,-76.99953932,THEFT/OTHER,2
38.91643738,-76.99446519,THEFT/OTHER,2
38.88912328,-76.9518656,ASSAULT W/DANGEROUS WEAPON,1
38.84240578,-76.98647682,ASSAULT W/DANGEROUS WEAPON,5
38.87928618,-77.01407184,THEFT/OTHER,1
38.94269572,-77.01543396,MOTOR VEHICLE THEFT,1
38.89380195,-76.92418565,ROBBERY,1
38.82162403,-77.00175036,THEFT F/AUTO,1
38.93220655,-77.07260276,THEFT/OTHER,3
38.91699343,-77.02464162,SEX ABUSE,1
38.96583012,-77.07927185,THEFT F/AUTO,1
38.88380618,-76.92983228,ROBBERY,3
38.885349,-76.98743685,THEFT/OTHER,1
38.91663568,-77.00204097,ASSAULT W/DANGEROUS WEAPON,1
38.93822666,-77.0214424,THEFT/OTHER,1
38.85712488,-76.98153141,THEFT/OTHER,1
38.82919992,-76.99239894,MOTOR VEHICLE THEFT,1
38.92573967,-77.02838112,ROBBERY,1
38.88023622,-76.96352337,MOTOR VEHICLE THEFT,1
38.98174434,-77.02721467,ASSAULT W/DANGEROUS WEAPON,1
38.92396659,-76.97900011,THEFT/OTHER,2
38.949054,-77.02456041,SEX ABUSE,1
38.90663625,-76.93476741,MOTOR VEHICLE THEFT,1
38.8725114,-77.0175622,THEFT F/AUTO,2
38.91655153,-76.97309848,ASSAULT W/DANGEROUS WEAPON,2
38.92272519,-76.99437245,THEFT/OTHER,5
38.90203987,-77.05141721,THEFT/OTHER,3
38.95037105,-77.0805698,THEFT/OTHER,2
38.88680698,-76.93152366,THEFT F/AUTO,1
38.89035719,-76.98365523,THEFT F/AUTO,4
38.876475,-76.9326284,ASSAULT W/DANGEROUS WEAPON,4
38.88534961,-76.99618495,THEFT/OTHER,9
38.91556322,-77.01060825,MOTOR VEHICLE THEFT,4
38.92214974,-76.95660593,MOTOR VEHICLE THEFT,2
38.89196442,-76.91162329,MOTOR VEHICLE THEFT,1
38.89949018,-76.97520303,THEFT/OTHER,2
38.89067374,-76.95441196,ASSAULT W/DANGEROUS WEAPON,1
38.89137747,-76.95727015,THEFT F/AUTO,1
38.9155637,-77.00129144,THEFT/OTHER,1
38.92569155,-77.03902546,THEFT/OTHER,1
38.91036264,-77.02756791,THEFT/OTHER,2
38.9205081,-76.98337157,BURGLARY,1
38.88271903,-76.99321154,THEFT F/AUTO,1
38.93165725,-77.03179734,THEFT F/AUTO,4
38.84908888,-76.97871109,MOTOR VEHICLE THEFT,1
38.88531363,-77.00130242,THEFT F/AUTO,2
38.867575,-76.98389091,MOTOR VEHICLE THEFT,1
38.90641071,-76.98890888,BURGLARY,1
38.90072621,-76.95223821,THEFT F/AUTO,1
38.91222153,-77.00448524,THEFT/OTHER,1
38.87838492,-76.9827821,THEFT F/AUTO,2
38.96448719,-77.08029729,BURGLARY,1
38.89895,-77.05143804,THEFT F/AUTO,3
38.90221198,-76.93270785,MOTOR VEHICLE THEFT,1
38.92558996,-77.00151074,THEFT/OTHER,3
38.96897036,-77.02852527,BURGLARY,1
38.94088392,-77.02243519,THEFT F/AUTO,1
38.87927783,-77.00667289,ASSAULT W/DANGEROUS WEAPON,1
38.81938059,-77.00891275,THEFT F/AUTO,3
38.90564549,-77.00255946,THEFT/OTHER,7
38.85102474,-76.9739872,THEFT/OTHER,2
38.86452902,-76.94872504,MOTOR VEHICLE THEFT,3
38.92465539,-77.03965916,ASSAULT W/DANGEROUS WEAPON,2
38.9001952,-76.99209164,BURGLARY,2
38.89267135,-76.94898146,THEFT F/AUTO,1
38.94027036,-77.02712963,THEFT F/AUTO,2
38.92732523,-77.05373044,THEFT/OTHER,2
38.94379488,-77.01422299,THEFT F/AUTO,2
38.90406794,-76.98379044,MOTOR VEHICLE THEFT,1
38.93210593,-77.03764497,THEFT/OTHER,6
38.9166348,-77.01447126,THEFT/OTHER,2
38.8983197,-77.05079202,THEFT F/AUTO,1
38.91257691,-77.07340142,THEFT F/AUTO,1
38.89544884,-76.95616108,MOTOR VEHICLE THEFT,1
38.88680698,-76.93152366,MOTOR VEHICLE THEFT,1
38.91935671,-77.04459162,THEFT/OTHER,3
38.89539465,-77.04420777,THEFT F/AUTO,2
38.91031207,-76.93552502,THEFT/OTHER,2
38.93641248,-77.03579025,THEFT F/AUTO,1
38.91033796,-76.98539166,THEFT/OTHER,8
38.90609817,-77.03981025,THEFT/OTHER,2
38.88088078,-76.98688443,MOTOR VEHICLE THEFT,1
38.9540288,-77.00905649,THEFT/OTHER,2
38.92236196,-76.97339612,THEFT F/AUTO,5
38.90875808,-77.0558379,MOTOR VEHICLE THEFT,1
38.89357387,-76.98975236,MOTOR VEHICLE THEFT,1
38.90963574,-77.01060737,THEFT/OTHER,1
38.8643777,-76.99001005,THEFT/OTHER,3
38.98613832,-77.03488032,THEFT F/AUTO,4
38.98662322,-77.03972828,THEFT F/AUTO,1
38.94087953,-77.07577213,THEFT F/AUTO,2
38.91475123,-77.06792664,THEFT/OTHER,1
38.88507889,-76.95277887,MOTOR VEHICLE THEFT,1
38.93077705,-77.01996392,THEFT/OTHER,4
38.91699247,-77.02886194,THEFT F/AUTO,4
38.92873804,-77.03364129,ROBBERY,1
38.92204362,-77.03769731,THEFT F/AUTO,1
38.93723739,-76.9912686,THEFT F/AUTO,1
38.88496775,-77.02887204,THEFT/OTHER,1
38.92694393,-76.96164274,THEFT/OTHER,1
38.85996362,-76.99064436,THEFT/OTHER,1
38.90705893,-76.9854961,BURGLARY,1
38.86981714,-76.97804808,THEFT F/AUTO,3
38.92032477,-77.03187301,THEFT/OTHER,14
38.91453522,-77.01893315,ROBBERY,2
38.95070345,-77.0196234,ROBBERY,1
38.91519767,-77.03650604,THEFT/OTHER,2
38.95573789,-77.02573951,ASSAULT W/DANGEROUS WEAPON,1
38.88915054,-76.91956849,THEFT F/AUTO,1
38.92983625,-76.96368253,THEFT F/AUTO,1
38.92161863,-77.04236742,SEX ABUSE,1
38.93358638,-77.0263428,THEFT/OTHER,2
38.94528966,-77.01849143,THEFT F/AUTO,1
38.92641967,-76.95655721,THEFT F/AUTO,5
38.92600183,-77.02431029,THEFT/OTHER,4
38.82274096,-77.00551603,SEX ABUSE,1
38.9029062,-76.98646535,BURGLARY,1
38.90564152,-77.03056366,MOTOR VEHICLE THEFT,1
38.89432897,-77.02192488,THEFT F/AUTO,3
38.94436447,-77.07770224,THEFT/OTHER,4
38.92887278,-77.08681939,THEFT F/AUTO,1
38.98327589,-77.02656892,THEFT F/AUTO,1
38.88127646,-77.01820977,THEFT F/AUTO,1
38.91296867,-77.01216445,THEFT/OTHER,1
38.85805036,-76.96998671,THEFT/OTHER,2
38.93236539,-77.04280054,THEFT F/AUTO,1
38.9162729,-77.02397258,ASSAULT W/DANGEROUS WEAPON,2
38.93245476,-77.11193206,THEFT F/AUTO,1
38.89667357,-77.04492327,THEFT/OTHER,2
38.89695975,-76.97999944,THEFT/OTHER,1
38.91513954,-76.9865668,THEFT F/AUTO,3
38.91837799,-77.09831472,THEFT F/AUTO,1
38.9235494,-77.03310837,THEFT/OTHER,5
38.90444426,-77.05329816,THEFT/OTHER,9
38.8943431,-76.94091117,ROBBERY,3
38.93084089,-76.98524906,THEFT F/AUTO,2
38.82778583,-76.99850285,THEFT/OTHER,4
38.93092272,-76.99357601,BURGLARY,1
38.91781759,-77.04103909,THEFT/OTHER,1
38.89812353,-77.00204044,THEFT F/AUTO,3
38.89898608,-76.97699005,ASSAULT W/DANGEROUS WEAPON,2
38.92203632,-77.03197756,THEFT F/AUTO,1
38.91087844,-76.98528778,THEFT/OTHER,2
38.86039627,-76.99449258,ROBBERY,2
38.8909583,-76.99090276,THEFT F/AUTO,4
38.9419015,-77.0242119,THEFT/OTHER,3
38.9031771,-76.99436246,ROBBERY,1
38.89601562,-77.04579895,ROBBERY,1
38.95901472,-77.07338002,THEFT F/AUTO,1
38.90763602,-77.00906213,ASSAULT W/DANGEROUS WEAPON,1
38.9423267,-76.98725378,THEFT F/AUTO,2
38.88978706,-76.9580556,BURGLARY,1
38.89444879,-76.93632321,THEFT F/AUTO,1
38.91005037,-77.00733296,THEFT/OTHER,3
38.89100785,-76.93679888,THEFT F/AUTO,2
38.8644495,-76.98733683,THEFT/OTHER,1
38.88097776,-77.02577017,THEFT/OTHER,5
38.88361996,-76.95385171,THEFT/OTHER,4
38.96927729,-77.0257444,THEFT/OTHER,10
38.9223207,-77.04393616,THEFT/OTHER,3
38.89147523,-76.99436339,THEFT F/AUTO,1
38.95652321,-77.01697142,THEFT F/AUTO,3
38.88049409,-76.99618521,THEFT F/AUTO,2
38.92350873,-76.99136254,THEFT F/AUTO,3
38.93096769,-76.99250342,THEFT F/AUTO,1
38.89478109,-76.99089339,THEFT F/AUTO,1
38.86163008,-76.9894689,THEFT F/AUTO,3
38.90619396,-76.98417042,THEFT/OTHER,1
38.95034475,-76.99800421,ASSAULT W/DANGEROUS WEAPON,1
38.959442,-77.01617601,ASSAULT W/DANGEROUS WEAPON,1
38.86844946,-76.98961769,THEFT/OTHER,1
38.90468162,-77.00130277,THEFT/OTHER,4
38.84972723,-76.97267438,ROBBERY,1
38.92047118,-77.02199057,ROBBERY,2
38.90468161,-77.00204062,ROBBERY,2
38.88662793,-76.95179813,ASSAULT W/DANGEROUS WEAPON,3
38.90076716,-77.03365116,THEFT/OTHER,5
38.91038166,-77.02294444,ROBBERY,2
38.90132148,-76.99731388,THEFT F/AUTO,2
38.92414421,-77.03218608,THEFT/OTHER,7
38.90967047,-76.93198596,THEFT F/AUTO,1
38.90525614,-77.05076238,BURGLARY,1
38.92458799,-76.9532479,THEFT F/AUTO,2
38.96145193,-76.9977616,THEFT F/AUTO,2
38.90764787,-77.06021821,BURGLARY,1
38.92367183,-77.04424836,MOTOR VEHICLE THEFT,1
38.90192742,-77.03945054,THEFT F/AUTO,5
38.92077341,-77.03781196,THEFT F/AUTO,4
38.90373816,-77.03926708,THEFT/OTHER,1
38.9051768,-76.99176827,MOTOR VEHICLE THEFT,1
38.95500204,-76.9999077,THEFT/OTHER,1
38.89920169,-76.97417714,THEFT/OTHER,2
38.9037325,-77.02756535,THEFT F/AUTO,1
38.92504947,-77.00057661,THEFT F/AUTO,4
38.86521514,-76.98659925,THEFT/OTHER,1
38.91260442,-77.03260749,THEFT F/AUTO,2
38.86287651,-76.96190762,MOTOR VEHICLE THEFT,1
38.94283017,-77.01986347,BURGLARY,1
38.94620983,-77.00556019,MOTOR VEHICLE THEFT,2
38.86284669,-77.00028805,ASSAULT W/DANGEROUS WEAPON,1
38.89187761,-76.92969755,ROBBERY,1
38.9869941,-77.03488074,THEFT F/AUTO,2
38.89773569,-76.98927912,THEFT F/AUTO,1
38.91185214,-77.00556904,THEFT/OTHER,3
38.94285706,-76.97935213,THEFT F/AUTO,1
38.84813349,-76.97614246,BURGLARY,1
38.95658681,-77.01263339,THEFT/OTHER,12
38.83525332,-76.98885083,MOTOR VEHICLE THEFT,1
38.85822466,-76.9870499,MOTOR VEHICLE THEFT,1
38.93092094,-77.02135947,THEFT F/AUTO,1
38.90828429,-77.06608728,THEFT F/AUTO,2
38.89955587,-76.99951582,THEFT F/AUTO,1
38.91686756,-77.02344236,ASSAULT W/DANGEROUS WEAPON,1
38.88603428,-76.99732598,ROBBERY,1
38.90347188,-76.97520165,ASSAULT W/DANGEROUS WEAPON,3
38.91445726,-77.04167134,THEFT F/AUTO,1
38.92393893,-76.97572501,THEFT F/AUTO,2
38.93519022,-77.02467098,THEFT F/AUTO,2
38.89188141,-76.9363255,THEFT/OTHER,2
38.89954637,-76.98927885,THEFT F/AUTO,10
38.9212905,-76.97581816,THEFT F/AUTO,2
38.92951301,-77.03273055,ASSAULT W/DANGEROUS WEAPON,5
38.92199323,-76.97622153,THEFT F/AUTO,2
38.9162729,-77.02397258,MOTOR VEHICLE THEFT,1
38.90584922,-77.07090421,THEFT/OTHER,1
38.88769997,-76.91924739,THEFT F/AUTO,1
38.91185182,-77.0102618,THEFT F/AUTO,5
38.89791271,-76.97083453,THEFT/OTHER,14
38.84364972,-76.99900936,MOTOR VEHICLE THEFT,1
38.90355532,-76.99207974,THEFT F/AUTO,2
38.93345945,-77.02973363,ROBBERY,1
38.86225194,-76.99319044,BURGLARY,1
38.915199,-77.03196296,THEFT F/AUTO,2
38.92646648,-77.03840313,BURGLARY,1
38.91408438,-77.02140055,THEFT F/AUTO,7
38.94935973,-77.02708694,THEFT F/AUTO,1
38.93544204,-77.02655109,THEFT F/AUTO,3
38.9122322,-77.04167004,THEFT/OTHER,3
38.93446288,-76.99198403,THEFT F/AUTO,2
38.93144517,-76.99308003,THEFT F/AUTO,1
38.943465,-77.03882756,THEFT F/AUTO,1
38.88639519,-76.95552118,THEFT/OTHER,5
38.90525663,-76.9811039,THEFT/OTHER,2
38.91333876,-77.045591,THEFT/OTHER,9
38.92932237,-77.03759736,THEFT/OTHER,5
38.88840311,-76.99024873,THEFT/OTHER,2
38.93770973,-77.07402708,THEFT/OTHER,1
38.94611591,-77.03046565,THEFT/OTHER,2
38.90515055,-77.06399762,ROBBERY,1
38.91755687,-77.03952838,THEFT/OTHER,2
38.88331008,-76.92877243,THEFT F/AUTO,1
38.88531353,-76.99496322,THEFT/OTHER,1
38.87447339,-76.97283777,MOTOR VEHICLE THEFT,3
38.91473397,-77.01501281,ASSAULT W/DANGEROUS WEAPON,1
38.91521977,-77.01946374,THEFT F/AUTO,2
38.97654752,-77.02294267,THEFT F/AUTO,1
38.90020434,-77.0055566,THEFT/OTHER,1
38.94292607,-77.03377487,MOTOR VEHICLE THEFT,1
38.89457984,-76.92923379,ASSAULT W/DANGEROUS WEAPON,2
38.92130172,-77.00829125,ASSAULT W/DANGEROUS WEAPON,2
38.93188166,-77.03460004,THEFT F/AUTO,2
38.88134934,-76.98807144,THEFT F/AUTO,2
38.9196876,-76.97880533,ASSAULT W/DANGEROUS WEAPON,1
38.9423267,-76.98725378,ROBBERY,1
38.90223985,-76.98900176,MOTOR VEHICLE THEFT,1
38.89775772,-76.92588757,THEFT/OTHER,3
38.90251418,-76.94188433,THEFT F/AUTO,1
38.8994273,-77.02396692,THEFT F/AUTO,3
38.86510626,-76.9809993,BURGLARY,1
38.92394047,-76.98488147,BURGLARY,1
38.86458409,-76.98306197,THEFT F/AUTO,1
38.93095267,-77.03824408,THEFT/OTHER,1
38.88974543,-76.92005194,THEFT/OTHER,2
38.91482297,-77.02191965,THEFT/OTHER,10
38.91810863,-77.09725349,THEFT F/AUTO,1
