LATITUDE,LONGITUDE,OFFENSE,Count
38.89831005,-77.02495795,THEFT/OTHER,2
38.89548079,-76.97219576,THEFT/OTHER,1
38.88896129,-76.93380383,THEFT/OTHER,1
38.91055964,-77.05605838,THEFT F/AUTO,1
38.90856319,-77.0155534,THEFT F/AUTO,1
38.94825142,-77.02832087,THEFT/OTHER,3
38.91482316,-77.0208819,THEFT/OTHER,2
38.92867491,-77.05705291,THEFT F/AUTO,2
38.90468552,-77.03457532,BURGLARY,1
38.90246726,-76.94947629,THEFT F/AUTO,7
38.96113331,-77.028026,BURGLARY,1
38.8698701,-76.94670462,BURGLARY,2
38.92375719,-77.03092891,THEFT/OTHER,2
38.88533862,-76.97813551,THEFT F/AUTO,1
38.90236504,-76.950577,MOTOR VEHICLE THEFT,1
38.86688959,-76.9790169,ASSAULT W/DANGEROUS WEAPON,2
38.90424288,-77.03851798,THEFT F/AUTO,1
38.9699179,-77.02054032,THEFT F/AUTO,1
38.94424741,-77.06261387,THEFT/OTHER,1
38.89973956,-76.92589704,MOTOR VEHICLE THEFT,2
38.93474684,-77.03273296,ROBBERY,1
38.88459266,-76.99154013,THEFT/OTHER,1
38.94610201,-77.06464578,MOTOR VEHICLE THEFT,1
38.8880458,-76.94001733,THEFT F/AUTO,1
38.88688947,-76.98783999,THEFT F/AUTO,1
38.86428688,-76.95128319,THEFT/OTHER,2
38.89476387,-76.95526237,THEFT/OTHER,1
38.87883587,-77.01311519,THEFT/OTHER,1
38.94162374,-77.01538759,THEFT/OTHER,2
38.93600825,-77.03181081,THEFT/OTHER,2
38.9418638,-77.03122514,MOTOR VEHICLE THEFT,1
38.90722395,-77.06123244,THEFT F/AUTO,2
38.93408975,-76.96915887,BURGLARY,1
38.90191995,-77.03459704,THEFT F/AUTO,4
38.91556175,-77.02140099,ASSAULT W/DANGEROUS WEAPON,1
38.94926339,-76.99056342,ASSAULT W/DANGEROUS WEAPON,1
38.87859991,-76.93080548,ASSAULT W/DANGEROUS WEAPON,1
38.91876823,-77.0238927,MOTOR VEHICLE THEFT,1
38.91734496,-77.06907068,THEFT/OTHER,2
38.89132136,-76.95196786,MOTOR VEHICLE THEFT,1
38.88126868,-76.99321168,THEFT/OTHER,1
38.89380195,-76.92418565,MOTOR VEHICLE THEFT,1
38.95476571,-77.02224343,THEFT/OTHER,1
38.88680873,-76.99153987,THEFT/OTHER,2
38.88844,-76.93594821,THEFT/OTHER,2
38.8897514,-76.91572948,ROBBERY,1
38.89355793,-76.95845614,THEFT/OTHER,2
38.90564285,-77.0249951,THEFT/OTHER,5
38.90661405,-77.03195911,THEFT/OTHER,2
38.86076572,-76.99756889,THEFT F/AUTO,2
38.96399635,-77.07326977,THEFT F/AUTO,2
38.905951,-76.98626878,ROBBERY,1
38.91334682,-77.04795473,BURGLARY,1
38.94973697,-77.03148239,THEFT/OTHER,2
38.9219593,-76.99135119,THEFT F/AUTO,1
38.92128774,-76.96494383,THEFT/OTHER,1
38.85994776,-76.95891353,ROBBERY,1
38.87989531,-77.02536663,THEFT/OTHER,1
38.91111307,-77.01099961,THEFT/OTHER,4
38.932477,-77.03180924,ASSAULT W/DANGEROUS WEAPON,2
38.92831927,-77.00716185,BURGLARY,1
38.95357695,-77.08207322,THEFT F/AUTO,1
38.87758088,-76.92900864,MOTOR VEHICLE THEFT,1
38.94883875,-77.0195306,THEFT/OTHER,1
38.91260227,-77.03958328,THEFT F/AUTO,1
38.9287602,-76.98721008,THEFT F/AUTO,3
38.90017429,-77.05331803,THEFT F/AUTO,2
38.89478124,-76.99321039,THEFT/OTHER,2
38.9181095,-77.02886239,MOTOR VEHICLE THEFT,1
38.89733794,-77.02092289,ROBBERY,3
38.89835728,-76.91983478,THEFT/OTHER,1
38.88718388,-76.92909129,ASSAULT W/DANGEROUS WEAPON,1
38.90259082,-76.98572758,BURGLARY,1
38.89671721,-76.98448377,THEFT F/AUTO,1
38.86032384,-76.95289894,THEFT F/AUTO,1
38.95097349,-77.02084634,THEFT/OTHER,1
38.90724023,-77.04528734,THEFT/OTHER,3
38.91111353,-77.0035743,MOTOR VEHICLE THEFT,3
38.89611215,-76.97567684,THEFT F/AUTO,1
38.91628124,-77.02703978,MOTOR VEHICLE THEFT,2
38.92419116,-77.051906,BURGLARY,3
38.93723725,-76.98956154,THEFT F/AUTO,1
38.91296895,-77.00905128,BURGLARY,1
38.91540139,-77.04630722,BURGLARY,1
38.95598377,-77.00627626,THEFT F/AUTO,1
38.87010335,-76.96897911,THEFT/OTHER,1
38.91645372,-77.02054798,MOTOR VEHICLE THEFT,1
38.87178917,-76.97409487,ASSAULT W/DANGEROUS WEAPON,1
38.92432817,-77.01215486,MOTOR VEHICLE THEFT,3
38.90768687,-77.07098674,MOTOR VEHICLE THEFT,4
38.94027036,-77.02712963,BURGLARY,1
38.90320277,-76.9813696,THEFT/OTHER,1
38.87586832,-76.96746692,THEFT/OTHER,1
38.95187191,-77.03156409,THEFT/OTHER,1
38.90179628,-77.02500528,MOTOR VEHICLE THEFT,1
38.89477097,-76.98148708,ASSAULT W/DANGEROUS WEAPON,1
38.88181087,-76.93786735,ROBBERY,1
38.89666273,-76.98149812,THEFT F/AUTO,2
38.91788603,-77.05031012,THEFT F/AUTO,1
38.92072288,-77.02464291,THEFT/OTHER,1
38.90019538,-76.99557316,ROBBERY,1
38.86614327,-76.98920321,ASSAULT W/DANGEROUS WEAPON,1
38.90076283,-76.99376318,THEFT F/AUTO,1
38.91655301,-77.01942951,SEX ABUSE,1
38.92045177,-76.97156332,THEFT/OTHER,1
38.93280757,-76.99703843,THEFT/OTHER,2
38.97938511,-77.02293204,MOTOR VEHICLE THEFT,2
38.94399688,-77.03762817,THEFT F/AUTO,2
38.8306322,-76.99152349,THEFT F/AUTO,1
38.91868056,-77.04596342,THEFT F/AUTO,1
38.90019544,-76.99731392,ROBBERY,2
38.92604032,-76.99618277,THEFT/OTHER,1
38.90720171,-76.93116973,THEFT F/AUTO,1
38.92915045,-76.96010768,ASSAULT W/DANGEROUS WEAPON,1
38.88268255,-76.93398253,ROBBERY,1
38.94776808,-77.00866347,BURGLARY,1
38.90423327,-77.04030496,THEFT F/AUTO,1
38.90519697,-77.04085889,THEFT F/AUTO,2
38.91775959,-77.02242792,THEFT/OTHER,2
38.92229018,-77.02534689,THEFT/OTHER,2
38.88653878,-77.00005763,ASSAULT W/DANGEROUS WEAPON,1
38.96641508,-77.00991195,BURGLARY,1
38.90803737,-77.03195975,BURGLARY,1
38.91407685,-77.01060803,MOTOR VEHICLE THEFT,3
38.90496812,-76.97960521,THEFT F/AUTO,1
38.90606785,-76.93323455,ROBBERY,1
38.88455089,-76.92502533,ROBBERY,1
38.90414864,-76.98128865,THEFT F/AUTO,2
38.9219312,-76.98196436,THEFT F/AUTO,2
38.87010559,-76.97901595,SEX ABUSE,1
38.92975112,-76.98729063,THEFT/OTHER,1
38.96727849,-77.02053956,ROBBERY,1
38.92725479,-76.97993328,BURGLARY,1
38.92408322,-77.02351392,THEFT/OTHER,4
38.93062973,-77.03381518,ROBBERY,2
38.95779459,-77.00170756,BURGLARY,1
38.91445279,-77.02598981,ROBBERY,1
38.92298563,-76.98520456,ASSAULT W/DANGEROUS WEAPON,2
38.89104337,-76.93585366,ASSAULT W/DANGEROUS WEAPON,1
38.93760366,-77.02815516,BURGLARY,1
38.90252502,-77.04257432,THEFT F/AUTO,3
38.9060986,-77.03850746,ROBBERY,1
38.90373219,-77.02885658,ASSAULT W/DANGEROUS WEAPON,1
38.91112098,-77.0194165,THEFT/OTHER,1
38.92050452,-77.03336065,THEFT/OTHER,2
38.9345067,-76.98129222,THEFT/OTHER,1
38.87152758,-76.97256232,MOTOR VEHICLE THEFT,1
38.89035982,-76.93785991,ROBBERY,2
38.95345187,-76.98680186,THEFT F/AUTO,1
38.90344067,-76.92382955,MOTOR VEHICLE THEFT,1
38.90728072,-77.05581368,THEFT/OTHER,1
38.93213684,-77.02255931,THEFT/OTHER,1
38.84778452,-77.00445815,THEFT F/AUTO,1
38.90439333,-76.99731377,THEFT F/AUTO,1
38.89060344,-76.95919557,THEFT F/AUTO,1
38.9305647,-77.04007764,THEFT/OTHER,2
38.92075004,-76.97600285,THEFT F/AUTO,1
38.90903156,-76.98399684,THEFT F/AUTO,1
38.95967394,-77.0281408,BURGLARY,1
38.84877546,-76.99599107,THEFT/OTHER,1
38.89036734,-77.00057633,THEFT F/AUTO,1
38.89713308,-76.92120796,THEFT/OTHER,1
38.92512609,-77.03229031,THEFT/OTHER,2
38.95003743,-76.98431065,THEFT F/AUTO,2
38.88518839,-76.95638637,SEX ABUSE,1
38.91445322,-77.02397197,ROBBERY,1
38.8837461,-76.99558571,ROBBERY,1
38.95271329,-77.09261679,THEFT/OTHER,1
38.91916899,-77.07654472,THEFT/OTHER,1
38.89890701,-76.99209178,ROBBERY,1
38.88925905,-76.95345616,THEFT/OTHER,1
38.93643402,-76.97863888,THEFT/OTHER,2
38.9208306,-76.97361579,ROBBERY,1
38.91699903,-77.03748709,ROBBERY,1
38.85044076,-76.98237411,ASSAULT W/DANGEROUS WEAPON,1
38.92723534,-77.02715926,ROBBERY,1
38.9223458,-76.98344033,ASSAULT W/DANGEROUS WEAPON,1
38.90489613,-77.01991056,THEFT F/AUTO,2
38.91556866,-77.03079853,THEFT/OTHER,2
38.90019897,-77.03585278,THEFT/OTHER,1
38.90525725,-77.04814528,THEFT/OTHER,2
38.90963548,-77.04772164,BURGLARY,3
38.90376155,-76.98306419,THEFT F/AUTO,1
38.92963424,-76.98960878,THEFT F/AUTO,1
38.90115823,-76.98374498,THEFT F/AUTO,5
38.93099576,-77.04380311,THEFT/OTHER,1
38.90988834,-77.00513076,MOTOR VEHICLE THEFT,2
38.89480227,-76.92478401,ASSAULT W/DANGEROUS WEAPON,1
38.95428115,-77.00736059,THEFT/OTHER,1
38.94709034,-76.9991114,THEFT/OTHER,1
38.86547625,-76.98551607,BURGLARY,1
38.9708509,-77.05857529,THEFT F/AUTO,1
38.95621294,-77.03492336,MOTOR VEHICLE THEFT,1
38.95606497,-77.00329966,THEFT F/AUTO,2
38.92723534,-77.02715926,THEFT F/AUTO,3
38.88534918,-76.98930403,THEFT F/AUTO,1
38.90515892,-77.00589133,THEFT F/AUTO,2
38.91628651,-77.04006962,THEFT/OTHER,2
38.95778228,-77.07062128,THEFT F/AUTO,1
38.90252213,-77.0389782,THEFT F/AUTO,1
38.84568554,-77.00471144,MOTOR VEHICLE THEFT,2
38.9300747,-77.01816456,ASSAULT W/DANGEROUS WEAPON,1
38.9059243,-76.98934707,THEFT F/AUTO,2
38.86748344,-76.97541005,THEFT F/AUTO,2
38.95648785,-77.08031136,MOTOR VEHICLE THEFT,1
38.94379572,-77.00242241,THEFT F/AUTO,2
38.90520689,-77.05967429,THEFT F/AUTO,2
38.94186466,-77.02782233,THEFT F/AUTO,1
38.94792892,-77.01949575,THEFT F/AUTO,1
38.89448358,-76.98831132,THEFT F/AUTO,2
38.90921213,-76.98721358,THEFT/OTHER,1
38.89733073,-76.99557334,THEFT/OTHER,1
38.90127518,-76.98261517,MOTOR VEHICLE THEFT,1
38.89132896,-76.93115047,ROBBERY,1
38.92182444,-77.00350564,THEFT F/AUTO,2
38.89236655,-76.91958792,THEFT F/AUTO,1
38.91810357,-77.01066629,BURGLARY,2
38.91724782,-77.04698875,THEFT/OTHER,2
38.95172269,-77.00896391,MOTOR VEHICLE THEFT,2
38.87903008,-76.92714018,ASSAULT W/DANGEROUS WEAPON,1
38.88554784,-77.0020516,THEFT F/AUTO,1
38.88979835,-76.9814999,MOTOR VEHICLE THEFT,1
38.93371226,-77.0273578,THEFT/OTHER,2
38.89920169,-76.97417714,MOTOR VEHICLE THEFT,1
38.88840311,-76.99024873,ROBBERY,1
38.89890719,-76.99557324,ROBBERY,1
38.94125256,-76.97418498,THEFT/OTHER,1
38.93458494,-76.96816675,THEFT/OTHER,1
38.90302373,-76.99085776,THEFT/OTHER,1
38.8643777,-76.99001005,ROBBERY,2
38.90055469,-76.9513737,BURGLARY,1
38.91699197,-77.03078761,ASSAULT W/DANGEROUS WEAPON,3
38.86741844,-76.9437681,THEFT F/AUTO,2
38.90370676,-76.97854492,THEFT F/AUTO,1
38.96684269,-77.03490549,BURGLARY,1
38.89382586,-76.91952864,BURGLARY,2
38.87884463,-77.0152127,ASSAULT W/DANGEROUS WEAPON,2
38.91737193,-77.02394989,THEFT F/AUTO,2
38.87647633,-76.99558616,MOTOR VEHICLE THEFT,1
38.96553843,-77.02765849,ROBBERY,1
38.93431693,-77.02211018,ASSAULT W/DANGEROUS WEAPON,1
38.87927753,-76.98928189,ASSAULT W/DANGEROUS WEAPON,2
38.91641871,-77.04785302,THEFT F/AUTO,2
38.83252395,-76.9911432,THEFT F/AUTO,3
38.82692088,-77.00572365,THEFT/OTHER,1
38.85955429,-76.96820022,MOTOR VEHICLE THEFT,2
38.84198255,-76.98798587,THEFT/OTHER,2
38.88268255,-76.93398253,SEX ABUSE,1
38.91863554,-77.00057656,THEFT F/AUTO,1
38.89782342,-76.97417764,MOTOR VEHICLE THEFT,1
38.87010559,-76.97901595,BURGLARY,1
38.93068511,-77.02885595,THEFT/OTHER,3
38.9456852,-77.02310577,THEFT/OTHER,2
38.88979857,-76.98294071,ROBBERY,1
38.89732048,-77.01755678,THEFT F/AUTO,2
38.86117003,-76.98397301,THEFT/OTHER,2
38.84788369,-77.00103678,THEFT/OTHER,1
38.92813555,-77.02970834,ROBBERY,2
38.91149287,-77.04344523,BURGLARY,1
38.84633423,-76.9984679,BURGLARY,1
38.90992743,-77.04360696,MOTOR VEHICLE THEFT,2
38.94865746,-77.02540241,ROBBERY,1
38.86450225,-76.97841843,THEFT/OTHER,1
38.89666511,-77.04347078,MOTOR VEHICLE THEFT,1
38.95026313,-76.98857904,THEFT F/AUTO,1
38.89812314,-76.99025893,THEFT F/AUTO,1
38.86083742,-76.99037924,THEFT F/AUTO,1
38.94749612,-77.09434039,THEFT F/AUTO,1
38.93760288,-77.03122328,THEFT F/AUTO,2
38.94968729,-77.09162074,THEFT F/AUTO,1
38.91297989,-77.04167047,MOTOR VEHICLE THEFT,2
38.92300574,-77.04285259,THEFT/OTHER,4
38.93629768,-77.02719732,THEFT/OTHER,1
38.93431693,-77.02211018,THEFT F/AUTO,3
38.86883582,-76.98150533,BURGLARY,2
38.91557003,-77.02506776,BURGLARY,1
38.87262779,-76.97819703,BURGLARY,1
38.90789697,-77.01217512,THEFT F/AUTO,2
38.96033493,-77.00055382,THEFT F/AUTO,1
38.89677536,-76.94090915,BURGLARY,1
38.90387337,-76.92429024,THEFT/OTHER,2
38.95780885,-77.02969764,THEFT F/AUTO,1
38.85549925,-76.96391621,THEFT/OTHER,1
38.93933456,-77.0220656,THEFT/OTHER,2
38.90781869,-76.93911294,SEX ABUSE,1
38.89392735,-76.92307891,THEFT F/AUTO,2
38.87113081,-76.97093766,ROBBERY,1
38.90552677,-76.98040055,ASSAULT W/DANGEROUS WEAPON,1
38.89478095,-76.98927956,THEFT/OTHER,2
38.92232875,-77.04640398,THEFT F/AUTO,1
38.88346557,-76.98222765,THEFT F/AUTO,1
38.93722563,-76.97318296,THEFT F/AUTO,1
38.89672571,-77.01893995,THEFT/OTHER,1
38.94269572,-77.01543396,THEFT F/AUTO,1
38.90606543,-76.92911864,THEFT/OTHER,1
38.9643605,-77.01616558,THEFT F/AUTO,1
38.93400368,-77.04601943,THEFT/OTHER,1
38.91627522,-77.00582307,THEFT/OTHER,1
38.93699302,-76.98149918,THEFT F/AUTO,1
38.8277858,-76.99710935,THEFT F/AUTO,1
38.95850924,-77.03754353,THEFT/OTHER,1
38.94218236,-77.01455719,BURGLARY,1
38.89353674,-76.95034104,ASSAULT W/DANGEROUS WEAPON,3
38.87753032,-77.0040336,MOTOR VEHICLE THEFT,1
38.84633423,-76.9984679,THEFT F/AUTO,2
38.9491196,-76.99704675,THEFT F/AUTO,1
38.95726854,-77.02893594,MOTOR VEHICLE THEFT,1
38.91699343,-77.02464162,THEFT F/AUTO,4
38.95238587,-77.02970691,THEFT/OTHER,1
38.90720111,-76.93015515,ASSAULT W/DANGEROUS WEAPON,1
38.9003379,-77.01992081,MOTOR VEHICLE THEFT,1
38.93430396,-77.03762306,THEFT F/AUTO,2
38.82659671,-77.00127831,THEFT F/AUTO,1
38.89488469,-76.92690496,ROBBERY,1
38.91333817,-77.01060792,THEFT/OTHER,3
38.89544585,-76.97726785,THEFT F/AUTO,1
38.92717753,-77.04019107,BURGLARY,1
38.93509026,-77.07088715,THEFT F/AUTO,2
38.89949018,-76.97520303,MOTOR VEHICLE THEFT,1
38.94623623,-77.06626089,BURGLARY,1
38.90133117,-77.04418839,THEFT/OTHER,2
38.92598525,-76.98407376,THEFT/OTHER,2
38.89688881,-76.93407313,MOTOR VEHICLE THEFT,1
38.92879684,-77.00449781,MOTOR VEHICLE THEFT,1
38.91916656,-77.01059726,THEFT/OTHER,3
38.95002471,-77.08621065,THEFT/OTHER,1
38.95116132,-77.02734143,THEFT/OTHER,3
38.91557036,-77.02346499,THEFT/OTHER,2
38.92992933,-77.02487675,ROBBERY,2
38.92294431,-76.96187553,BURGLARY,1
38.89654447,-76.97531933,ASSAULT W/DANGEROUS WEAPON,1
38.82162403,-77.00175036,ASSAULT W/DANGEROUS WEAPON,5
38.93418299,-77.08080525,ASSAULT W/DANGEROUS WEAPON,1
38.88718388,-76.92909129,THEFT/OTHER,2
38.85170214,-76.98374473,THEFT/OTHER,3
38.90764277,-77.00905302,SEX ABUSE,1
38.90304151,-76.98817157,THEFT F/AUTO,3
38.9646679,-77.00115387,THEFT F/AUTO,1
38.87010559,-76.97901595,ASSAULT W/DANGEROUS WEAPON,3
38.92557963,-76.98235554,ASSAULT W/DANGEROUS WEAPON,2
38.90515892,-77.00589133,SEX ABUSE,1
38.93936205,-77.09382211,THEFT F/AUTO,1
38.91299534,-76.98479154,THEFT/OTHER,1
38.9596826,-77.07132697,THEFT F/AUTO,1
38.90464444,-77.06692552,THEFT/OTHER,3
38.89092583,-76.99731427,THEFT/OTHER,1
38.92741664,-77.02172747,THEFT F/AUTO,1
38.90991454,-76.98518421,THEFT F/AUTO,1
38.90131099,-76.9504048,THEFT F/AUTO,1
38.94186466,-77.02782233,ROBBERY,1
38.985014,-77.02860095,THEFT/OTHER,1
38.89955581,-76.99617266,THEFT/OTHER,3
38.8332089,-76.99751224,MOTOR VEHICLE THEFT,1
38.90682812,-77.06020599,THEFT/OTHER,2
38.9032635,-77.0547499,THEFT/OTHER,2
38.90515055,-77.06399762,THEFT F/AUTO,1
38.91074754,-77.03652682,THEFT F/AUTO,1
38.88198944,-76.9949865,THEFT F/AUTO,2
38.92399881,-77.03649901,THEFT F/AUTO,3
38.87073602,-76.97818608,ASSAULT W/DANGEROUS WEAPON,2
38.89922216,-76.99024726,THEFT/OTHER,1
38.87045582,-76.97362289,THEFT/OTHER,1
38.8994273,-77.02396692,THEFT/OTHER,3
38.93398326,-77.02395547,ROBBERY,1
38.92426262,-77.02704281,THEFT F/AUTO,2
38.90564512,-77.00967292,THEFT F/AUTO,1
38.90372542,-77.01755835,ASSAULT W/DANGEROUS WEAPON,2
38.91408398,-77.02346451,THEFT F/AUTO,9
38.90934731,-76.98777851,THEFT F/AUTO,2
38.83007392,-76.9961879,HOMICIDE,1
38.89364946,-76.94091174,THEFT/OTHER,2
38.90069847,-77.04947949,ASSAULT W/DANGEROUS WEAPON,1
38.881959,-76.92907343,ASSAULT W/DANGEROUS WEAPON,1
38.86844946,-76.98961769,BURGLARY,1
38.92655238,-76.98137504,BURGLARY,3
38.86445932,-76.95445175,THEFT F/AUTO,1
38.8764764,-77.00131378,MOTOR VEHICLE THEFT,1
38.97431496,-77.01336357,BURGLARY,1
38.93222502,-77.03087492,THEFT/OTHER,1
38.89392735,-76.92307891,THEFT/OTHER,2
38.9207525,-77.00057658,ASSAULT W/DANGEROUS WEAPON,1
38.89611454,-76.99436302,THEFT/OTHER,1
38.93402446,-77.03836107,THEFT F/AUTO,1
38.90370711,-76.98055093,BURGLARY,1
38.89441209,-76.99845534,THEFT F/AUTO,1
38.89380195,-76.92418565,BURGLARY,1
38.87463818,-77.01102856,THEFT/OTHER,1
38.87379142,-77.01064814,BURGLARY,1
38.84972723,-76.97267438,HOMICIDE,2
38.88341644,-76.93457922,ASSAULT W/DANGEROUS WEAPON,2
38.88027663,-77.01756411,ASSAULT W/DANGEROUS WEAPON,1
38.91496615,-77.02650888,THEFT/OTHER,2
38.91686991,-76.99952723,MOTOR VEHICLE THEFT,1
38.92080261,-76.96962588,ASSAULT W/DANGEROUS WEAPON,3
38.91948928,-77.02190955,ASSAULT W/DANGEROUS WEAPON,1
38.9005242,-77.05635022,THEFT F/AUTO,1
38.90565457,-77.04578208,BURGLARY,1
38.96553843,-77.02765849,MOTOR VEHICLE THEFT,2
38.92420887,-77.05260947,BURGLARY,1
38.95461138,-77.02781577,ASSAULT W/DANGEROUS WEAPON,1
38.8904929,-76.98861166,THEFT F/AUTO,1
38.82981247,-76.99199578,ROBBERY,2
38.89279036,-76.99265728,THEFT F/AUTO,1
38.93616309,-76.97520181,MOTOR VEHICLE THEFT,1
38.86477372,-76.95221618,THEFT/OTHER,2
38.88840311,-76.99024873,MOTOR VEHICLE THEFT,1
38.9261096,-77.02583261,ROBBERY,1
38.88534821,-76.98150105,ROBBERY,1
38.89252768,-76.93217521,THEFT F/AUTO,1
38.90723644,-77.02885799,THEFT F/AUTO,2
38.8992476,-76.97841945,MOTOR VEHICLE THEFT,1
38.90991454,-76.98518421,ROBBERY,1
38.90923548,-77.03196029,SEX ABUSE,1
38.90504906,-77.06824021,THEFT/OTHER,1
38.9045061,-77.03195817,THEFT F/AUTO,2
38.89357336,-76.98504928,ROBBERY,1
38.91446032,-77.03196263,THEFT F/AUTO,1
38.87786237,-77.01764419,ROBBERY,1
38.89078016,-76.9323613,ROBBERY,2
38.91260294,-77.07495803,THEFT F/AUTO,2
38.9273007,-76.98593022,ROBBERY,1
38.88442418,-76.96061676,ASSAULT W/DANGEROUS WEAPON,1
38.92262157,-77.03300415,ROBBERY,1
38.90722862,-77.06902629,MOTOR VEHICLE THEFT,1
38.95567389,-77.02969675,THEFT F/AUTO,2
38.91699532,-77.012857,THEFT F/AUTO,2
38.92813555,-77.02970834,THEFT F/AUTO,2
38.91028412,-76.98724798,THEFT F/AUTO,1
38.92915045,-76.96010768,THEFT F/AUTO,6
38.88832929,-76.91743705,MOTOR VEHICLE THEFT,1
38.88204617,-76.92442865,THEFT F/AUTO,1
38.91897783,-77.00277903,MOTOR VEHICLE THEFT,1
38.86051285,-76.98756796,THEFT/OTHER,2
38.84282995,-77.00107126,ROBBERY,1
38.98085993,-77.03342353,THEFT F/AUTO,1
38.84977073,-76.96675304,THEFT/OTHER,2
38.89357348,-76.98599451,THEFT/OTHER,4
38.91513935,-76.98495251,THEFT F/AUTO,2
38.88679953,-76.98928076,THEFT/OTHER,3
38.82066879,-77.00902806,THEFT F/AUTO,1
38.92800192,-77.02308851,THEFT/OTHER,1
38.93447824,-77.02619319,MOTOR VEHICLE THEFT,1
38.90706712,-76.97993896,THEFT F/AUTO,1
38.95243189,-77.0255768,THEFT/OTHER,1
38.9431617,-77.07087211,THEFT F/AUTO,1
38.91556322,-77.01060825,ASSAULT W/DANGEROUS WEAPON,1
38.90311981,-77.02808391,THEFT/OTHER,1
38.91946163,-77.02503454,ROBBERY,1
38.90302373,-76.99085776,THEFT F/AUTO,1
38.89733625,-77.02886552,MOTOR VEHICLE THEFT,1
38.90313642,-77.0334217,THEFT F/AUTO,1
38.91556584,-77.04006921,ROBBERY,1
38.93643402,-76.97863888,ROBBERY,1
38.85995765,-76.96150591,THEFT F/AUTO,2
38.91074361,-77.01216408,BURGLARY,1
38.9329844,-76.98195003,THEFT F/AUTO,1
38.930801,-77.08622201,THEFT F/AUTO,1
38.95516099,-77.02734296,THEFT/OTHER,1
38.9714663,-77.02569903,MOTOR VEHICLE THEFT,1
38.88283509,-76.98294238,THEFT/OTHER,2
38.92624445,-77.02704356,THEFT/OTHER,1
38.88283509,-76.98294238,THEFT F/AUTO,1
38.85214249,-76.97733925,HOMICIDE,1
38.90644595,-77.01755902,THEFT/OTHER,4
38.94082952,-77.02415386,ROBBERY,1
38.86608755,-76.97749614,THEFT/OTHER,1
38.90033714,-77.02397875,THEFT/OTHER,4
38.92951301,-77.03273055,ROBBERY,4
38.84985426,-76.97690221,THEFT F/AUTO,2
38.91186347,-77.03992877,ROBBERY,1
38.90967047,-76.93198596,THEFT/OTHER,1
38.93348097,-76.99190341,BURGLARY,1
38.84282995,-77.00107126,ASSAULT W/DANGEROUS WEAPON,1
38.89611321,-76.98146368,THEFT/OTHER,1
38.89010352,-76.97543683,ASSAULT W/DANGEROUS WEAPON,1
38.91159204,-76.93695359,HOMICIDE,1
38.90369186,-77.06278579,THEFT/OTHER,1
38.90198524,-77.0259968,THEFT/OTHER,1
38.84549441,-76.97815923,HOMICIDE,1
38.90559259,-77.06283358,BURGLARY,1
38.87262779,-76.97819703,ASSAULT W/DANGEROUS WEAPON,1
38.86024308,-76.99358237,ROBBERY,2
38.83729841,-76.99077403,ROBBERY,1
38.92058121,-77.04621833,ROBBERY,1
38.91918159,-77.02845923,ROBBERY,1
38.96323227,-77.02785375,THEFT F/AUTO,1
38.96323447,-77.01616533,MOTOR VEHICLE THEFT,1
38.83064131,-76.9930898,THEFT F/AUTO,1
38.89188408,-76.94142038,THEFT F/AUTO,1
38.94899011,-77.02825195,THEFT F/AUTO,1
38.90192132,-77.02962825,BURGLARY,3
38.96323367,-77.021173,THEFT F/AUTO,1
38.86117003,-76.98397301,MOTOR VEHICLE THEFT,1
38.89848233,-76.9503376,THEFT/OTHER,2
38.91408456,-77.02038587,THEFT/OTHER,1
38.88867363,-76.99436361,THEFT F/AUTO,1
38.91863476,-77.01354917,MOTOR VEHICLE THEFT,1
38.90430528,-77.06117229,BURGLARY,1
38.83367715,-77.00714084,BURGLARY,2
38.8879407,-76.91570856,THEFT/OTHER,1
38.83252395,-76.9911432,MOTOR VEHICLE THEFT,1
38.89433298,-77.04059907,THEFT F/AUTO,2
38.95596457,-77.01779043,THEFT F/AUTO,1
38.90984409,-77.06364441,THEFT/OTHER,1
38.96200034,-77.01617659,MOTOR VEHICLE THEFT,1
38.92136972,-77.03190807,ROBBERY,2
38.88917618,-77.02191177,THEFT/OTHER,1
38.94095642,-77.02002444,ROBBERY,1
38.92161863,-77.04236742,MOTOR VEHICLE THEFT,2
38.89548079,-76.97219576,BURGLARY,1
38.88691611,-76.98456658,THEFT/OTHER,1
38.90903156,-76.98399684,THEFT/OTHER,1
38.89357367,-76.98771205,THEFT/OTHER,2
38.8883465,-76.92998919,THEFT F/AUTO,1
38.95140519,-77.02444586,THEFT/OTHER,1
38.91985141,-77.04655227,THEFT F/AUTO,1
38.89769935,-77.01366047,ASSAULT W/DANGEROUS WEAPON,2
38.90322941,-77.02090156,ROBBERY,1
38.85313008,-76.96404413,MOTOR VEHICLE THEFT,1
38.866521,-76.98377592,ROBBERY,1
38.88409678,-76.98691842,MOTOR VEHICLE THEFT,1
38.91699302,-77.02652116,BURGLARY,2
38.89703101,-76.93071844,THEFT F/AUTO,1
38.90254905,-76.9241533,MOTOR VEHICLE THEFT,1
38.84793577,-76.97853864,MOTOR VEHICLE THEFT,2
38.94436447,-77.07770224,ASSAULT W/DANGEROUS WEAPON,1
38.87751164,-76.9869081,THEFT F/AUTO,2
38.90609817,-77.03981025,MOTOR VEHICLE THEFT,1
38.91830465,-77.03925204,THEFT/OTHER,2
38.96713558,-77.01167752,MOTOR VEHICLE THEFT,1
